Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CYP4B1","Cytochrome P450 Family 4 Subfamily B Member 1","Protein Coding","P13584","51","GC01P046757","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4B1"
"DGKB","Diacylglycerol Kinase Beta","Protein Coding","Q9Y6T7","51","GC07M014145","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKB"
"DYNC1I1","Dynein Cytoplasmic 1 Intermediate Chain 1","Protein Coding","O14576","51","GC07P095772","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I1"
"ELOB","Elongin B","Protein Coding","Q15370","51","GC16M025663","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOB"
"GFPT2","Glutamine-Fructose-6-Phosphate Transaminase 2","Protein Coding","O94808","51","GC05M180300","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT2"
"GSDMD","Gasdermin D","Protein Coding","P57764","51","GC08P143553","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMD"
"HTATIP2","HIV-1 Tat Interactive Protein 2","Protein Coding","Q9BUP3","51","GC11P020363","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTATIP2"
"IFNA1","Interferon Alpha 1","Protein Coding","P01562","51","GC09P021798","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"LAMP3","Lysosomal Associated Membrane Protein 3","Protein Coding","Q9UQV4","51","GC03M183122","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP3"
"MARVELD2","MARVEL Domain Containing 2","Protein Coding","Q8N4S9","51","GC05P069415","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARVELD2"
"MGAT4C","MGAT4 Family Member C","Protein Coding","Q9UBM8","51","GC12M085955","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT4C"
"MPZL1","Myelin Protein Zero Like 1","Protein Coding","O95297","51","GC01P167721","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZL1"
"MYL12A","Myosin Light Chain 12A","Protein Coding","P19105","51","GC18P003238","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"OTUD7A","OTU Deubiquitinase 7A","Protein Coding","Q8TE49","51","GC15M031475","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD7A"
"POLR2L","RNA Polymerase II, I And III Subunit L","Protein Coding","P62875","51","GC11M012521","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2L"
"PSMD8","Proteasome 26S Subunit, Non-ATPase 8","Protein Coding","P48556","51","GC19P038374","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD8"
"RPL7A","Ribosomal Protein L7a","Protein Coding","P62424","51","GC09P133348","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7A"
"RPS2","Ribosomal Protein S2","Protein Coding","P15880","51","GC16M025575","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2"
"SEMA6A","Semaphorin 6A","Protein Coding","Q9H2E6","51","GC05M116443","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA6A"
"STXBP3","Syntaxin Binding Protein 3","Protein Coding","O00186","51","GC01P108746","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP3"
"TNIP1","TNFAIP3 Interacting Protein 1","Protein Coding","Q15025","51","GC05M151029","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP1"
"UBE4A","Ubiquitination Factor E4A","Protein Coding","Q14139","51","GC11P118359","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE4A"
"USF2","Upstream Transcription Factor 2, C-Fos Interacting","Protein Coding","Q15853","51","GC19P035268","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF2"
"USP37","Ubiquitin Specific Peptidase 37","Protein Coding","Q86T82","51","GC02M218450","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP37"
"UTS2","Urotensin 2","Protein Coding","O95399","51","GC01M007843","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTS2"
"AP4S1","Adaptor Related Protein Complex 4 Subunit Sigma 1","Protein Coding","Q9Y587","50","GC14P031025","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4S1"
"ARHGAP6","Rho GTPase Activating Protein 6","Protein Coding","O43182","50","GC0XM015297","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP6"
"BHLHE41","Basic Helix-Loop-Helix Family Member E41","Protein Coding","Q9C0J9","50","GC12M026120","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE41"
"CALCOCO2","Calcium Binding And Coiled-Coil Domain 2","Protein Coding","Q13137","50","GC17P123314","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCOCO2"
"CLTRN","Collectrin, Amino Acid Transport Regulator","Protein Coding","Q9HBJ8","50","GC0XM015629","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTRN"
"COPG1","COPI Coat Complex Subunit Gamma 1","Protein Coding","Q9Y678","50","GC03P129249","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPG1"
"CSMD1","CUB And Sushi Multiple Domains 1","Protein Coding","Q96PZ7","50","GC08M002953","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD1"
"FRMD4A","FERM Domain Containing 4A","Protein Coding","Q9P2Q2","50","GC10M013643","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMD4A"
"IMMP2L","Inner Mitochondrial Membrane Peptidase Subunit 2","Protein Coding","Q96T52","50","GC07M110683","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMP2L"
"KALRN","Kalirin RhoGEF Kinase","Protein Coding","O60229","50","GC03P124033","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KALRN"
"MARK1","Microtubule Affinity Regulating Kinase 1","Protein Coding","Q9P0L2","50","GC01P220528","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK1"
"NELL1","Neural EGFL Like 1","Protein Coding","Q92832","50","GC11P020669","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELL1"
"OTUD5","OTU Deubiquitinase 5","Protein Coding","Q96G74","50","GC0XM048922","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD5"
"PHACTR1","Phosphatase And Actin Regulator 1","Protein Coding","Q9C0D0","50","GC06P012717","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR1"
"PPIL2","Peptidylprolyl Isomerase Like 2","Protein Coding","Q13356","50","GC22P080496","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL2"
"RPL7","Ribosomal Protein L7","Protein Coding","P18124","50","GC08M073290","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7"
"SGMS1","Sphingomyelin Synthase 1","Protein Coding","Q86VZ5","50","GC10M050305","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS1"
"THSD4","Thrombospondin Type 1 Domain Containing 4","Protein Coding","Q6ZMP0","50","GC15P071096","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THSD4"
"TIGAR","TP53 Induced Glycolysis Regulatory Phosphatase","Protein Coding","Q9NQ88","50","GC12P042060","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGAR"
"TMEM30A","Transmembrane Protein 30A","Protein Coding","Q9NV96","50","GC06M075252","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM30A"
"TPST1","Tyrosylprotein Sulfotransferase 1","Protein Coding","O60507","50","GC07P088184","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPST1"
"ANP32B","Acidic Nuclear Phosphoprotein 32 Family Member B","Protein Coding","Q92688","49","GC09P097983","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32B"
"ANXA9","Annexin A9","Protein Coding","O76027","49","GC01P166974","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA9"
"BTF3","Basic Transcription Factor 3","Protein Coding","P20290","49","GC05P073498","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTF3"
"BTN3A3","Butyrophilin Subfamily 3 Member A3","Protein Coding","O00478","49","GC06P144560","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A3"
"CLCC1","Chloride Channel CLIC Like 1","Protein Coding","Q96S66","49","GC01M108881","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCC1"
"GPA33","Glycoprotein A33","Protein Coding","Q99795","49","GC01M167052","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPA33"
"LY86","Lymphocyte Antigen 86","Protein Coding","O95711","49","GC06P006588","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY86"
"PFN2","Profilin 2","Protein Coding","P35080","49","GC03M149964","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN2"
"PLA2G4F","Phospholipase A2 Group IVF","Protein Coding","Q68DD2","49","GC15M042139","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4F"
"RPS3A","Ribosomal Protein S3A","Protein Coding","P61247","49","GC04P151099","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3A"
"AHRR","Aryl Hydrocarbon Receptor Repressor","Protein Coding","A9YTQ3","48","GC05P000321","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHRR"
"ANXA10","Annexin A10","Protein Coding","Q9UJ72","48","GC04P168081","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA10"
"CIR1","Corepressor Interacting With RBPJ, CIR1","Protein Coding","Q86X95","48","GC02M174348","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIR1"
"FARSA","Phenylalanyl-TRNA Synthetase Subunit Alpha","Protein Coding","Q9Y285","48","GC19M012922","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARSA"
"FOXI1","Forkhead Box I1","Protein Coding","Q12951","48","GC05P170105","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXI1"
"KATNAL1","Katanin Catalytic Subunit A1 Like 1","Protein Coding","Q9BW62","48","GC13M030202","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNAL1"
"KCNMB3","Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 3","Protein Coding","Q9NPA1","48","GC03M179236","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB3"
"KIF13B","Kinesin Family Member 13B","Protein Coding","Q9NQT8","48","GC08M029067","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF13B"
"LLGL2","LLGL Scribble Cell Polarity Complex Component 2","Protein Coding","Q6P1M3","48","GC17P075525","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LLGL2"
"PIWIL2","Piwi Like RNA-Mediated Gene Silencing 2","Protein Coding","Q8TC59","48","GC08P022275","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL2"
"SHARPIN","SHANK Associated RH Domain Interactor","Protein Coding","Q9H0F6","48","GC08M144098","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN"
"SUMF2","Sulfatase Modifying Factor 2","Protein Coding","Q8NBJ7","48","GC07P060887","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMF2"
"TPD52L2","TPD52 Like 2","Protein Coding","O43399","48","GC20P063865","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52L2"
"TXNL1","Thioredoxin Like 1","Protein Coding","O43396","48","GC18M056597","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL1"
"VDAC3","Voltage Dependent Anion Channel 3","Protein Coding","Q9Y277","48","GC08P042392","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC3"
"ZFP36","ZFP36 Ring Finger Protein","Protein Coding","P26651","48","GC19P039406","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP36"
"ASXL3","ASXL Transcriptional Regulator 3","Protein Coding","Q9C0F0","47","GC18P033578","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL3"
"CGN","Cingulin","Protein Coding","Q9P2M7","47","GC01P167016","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGN"
"CLPTM1","CLPTM1 Regulator Of GABA Type A Receptor Forward Trafficking","Protein Coding","O96005","47","GC19P044954","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPTM1"
"COL26A1","Collagen Type XXVI Alpha 1 Chain","Protein Coding","Q96A83","47","GC07P101362","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL26A1"
"FAM107A","Family With Sequence Similarity 107 Member A","Protein Coding","O95990","47","GC03M059073","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM107A"
"GPR158","G Protein-Coupled Receptor 158","Protein Coding","Q5T848","47","GC10P025174","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR158"
"METTL5","Methyltransferase 5, N6-Adenosine","Protein Coding","Q9NRN9","47","GC02M169901","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL5"
"PLPPR4","Phospholipid Phosphatase Related 4","Protein Coding","Q7Z2D5","47","GC01P099262","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPPR4"
"PNO1","Partner Of NOB1 Homolog","Protein Coding","Q9NRX1","47","GC02P068157","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNO1"
"PPHLN1","Periphilin 1","Protein Coding","Q8NEY8","47","GC12P042238","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPHLN1"
"PSME1","Proteasome Activator Subunit 1","Protein Coding","Q06323","47","GC14P024136","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME1"
"PTGR2","Prostaglandin Reductase 2","Protein Coding","Q8N8N7","47","GC14P073930","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGR2"
"PTPN9","Protein Tyrosine Phosphatase Non-Receptor Type 9","Protein Coding","P43378","47","GC15M075463","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN9"
"RIOK3","RIO Kinase 3","Protein Coding","O14730","47","GC18P023452","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOK3"
"TPST2","Tyrosylprotein Sulfotransferase 2","Protein Coding","O60704","47","GC22M079055","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPST2"
"ZNF804A","Zinc Finger Protein 804A","Protein Coding","Q7Z570","47","GC02P184598","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF804A"
"ADAM29","ADAM Metallopeptidase Domain 29","Protein Coding","Q9UKF5","46","GC04P174831","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM29"
"CES5A","Carboxylesterase 5A","Protein Coding","Q6NT32","46","GC16M055881","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CES5A"
"CROCC","Ciliary Rootlet Coiled-Coil, Rootletin","Protein Coding","Q5TZA2","46","GC01P051653","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CROCC"
"FKBP3","FKBP Prolyl Isomerase 3","Protein Coding","Q00688","46","GC14M045115","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP3"
"LOXHD1","Lipoxygenase Homology PLAT Domains 1","Protein Coding","Q8IVV2","46","GC18M046476","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXHD1"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","O94874","46","GC06P096521","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"C1QTNF6","C1q And TNF Related 6","Protein Coding","Q9BXI9","45","GC22M037180","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF6"
"CDYL2","Chromodomain Y Like 2","Protein Coding","Q8N8U2","45","GC16M080598","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDYL2"
"CLTB","Clathrin Light Chain B","Protein Coding","P09497","45","GC05M176392","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTB"
"DNAJC9","DnaJ Heat Shock Protein Family (Hsp40) Member C9","Protein Coding","Q8WXX5","45","GC10M073183","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC9"
"EMILIN2","Elastin Microfibril Interfacer 2","Protein Coding","Q9BXX0","45","GC18P002846","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMILIN2"
"FLRT2","Fibronectin Leucine Rich Transmembrane Protein 2","Protein Coding","O43155","45","GC14P085530","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLRT2"
"HMG20A","High Mobility Group 20A","Protein Coding","Q9NP66","45","GC15P077420","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMG20A"
"LAPTM4A","Lysosomal Protein Transmembrane 4 Alpha","Protein Coding","Q15012","45","GC02M020032","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAPTM4A"
"LRRC4C","Leucine Rich Repeat Containing 4C","Protein Coding","Q9HCJ2","45","GC11M040119","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC4C"
"PCDH20","Protocadherin 20","Protein Coding","Q8N6Y1","45","GC13M061409","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH20"
"PDXP","Pyridoxal Phosphatase","Protein Coding","Q96GD0","45","GC22P037658","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXP"
"PM20D1","Peptidase M20 Domain Containing 1","Protein Coding","Q6GTS8","45","GC01M205829","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PM20D1"
"SMAP2","Small ArfGAP2","Protein Coding","Q8WU79","45","GC01P040344","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAP2"
"TASOR","Transcription Activation Suppressor","Protein Coding","Q9UK61","45","GC03M056620","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TASOR"
"ZFYVE28","Zinc Finger FYVE-Type Containing 28","Protein Coding","Q9HCC9","45","GC04M005299","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE28"
"CLDN23","Claudin 23","Protein Coding","Q96B33","44","GC08P008701","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN23"
"DIRAS1","DIRAS Family GTPase 1","Protein Coding","O95057","44","GC19M002714","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIRAS1"
"MT-CO1","Mitochondrially Encoded Cytochrome C Oxidase I","Protein Coding","P00395","44","GCMTP005906","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO1"
"MTUS1","Microtubule Associated Scaffold Protein 1","Protein Coding","Q9ULD2","44","GC08M017643","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTUS1"
"MZF1","Myeloid Zinc Finger 1","Protein Coding","P28698","44","GC19M097611","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MZF1"
"NAT9","N-Acetyltransferase 9 (Putative)","Protein Coding","Q9BTE0","44","GC17M074770","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT9"
"PRRG4","Proline Rich And Gla Domain 4","Protein Coding","Q9BZD6","44","GC11P032829","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRG4"
"TJAP1","Tight Junction Associated Protein 1","Protein Coding","Q5JTD0","44","GC06P043477","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJAP1"
"ARL4D","ADP Ribosylation Factor Like GTPase 4D","Protein Coding","P49703","43","GC17P043398","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL4D"
"ARRDC4","Arrestin Domain Containing 4","Protein Coding","Q8NCT1","43","GC15P097960","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC4"
"CLIC3","Chloride Intracellular Channel 3","Protein Coding","O95833","43","GC09M136994","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC3"
"DECR2","2,4-Dienoyl-CoA Reductase 2","Protein Coding","Q9NUI1","43","GC16P095739","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DECR2"
"DNAAF10","Dynein Axonemal Assembly Factor 10","Protein Coding","Q96MX6","43","GC02M068127","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF10"
"GNG7","G Protein Subunit Gamma 7","Protein Coding","O60262","43","GC19M002511","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG7"
"LZTS2","Leucine Zipper Tumor Suppressor 2","Protein Coding","Q9BRK4","43","GC10P100996","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS2"
"MAL2","Mal, T Cell Differentiation Protein 2","Protein Coding","Q969L2","43","GC08P119165","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAL2"
"NHLH1","Nescient Helix-Loop-Helix 1","Protein Coding","Q02575","43","GC01P160367","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHLH1"
"OLFML2B","Olfactomedin Like 2B","Protein Coding","Q68BL8","43","GC01M164236","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLFML2B"
"SELENOF","Selenoprotein F","Protein Coding","O60613","43","GC01M086863","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOF"
"SPATC1L","Spermatogenesis And Centriole Associated 1 Like","Protein Coding","Q9H0A9","43","GC21M053912","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATC1L"
"SYT9","Synaptotagmin 9","Protein Coding","Q86SS6","43","GC11P007238","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT9"
"TRIM26","Tripartite Motif Containing 26","Protein Coding","Q12899","43","GC06M030184","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM26"
"USP36","Ubiquitin Specific Peptidase 36","Protein Coding","Q9P275","43","GC17M078787","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP36"
"ZNF350","Zinc Finger Protein 350","Protein Coding","Q9GZX5","43","GC19M097332","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF350"
"AKNAD1","AKNA Domain Containing 1","Protein Coding","Q5T1N1","42","GC01M108816","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKNAD1"
"DHRS7","Dehydrogenase/Reductase 7","Protein Coding","Q9Y394","42","GC14M060144","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS7"
"DISP2","Dispatched RND Transporter Family Member 2","Protein Coding","A7MBM2","42","GC15P040358","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISP2"
"DNPH1","2'-Deoxynucleoside 5'-Phosphate N-Hydrolase 1","Protein Coding","O43598","42","GC06M097358","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNPH1"
"ILRUN","Inflammation And Lipid Regulator With UBA-Like And NBR1-Like Domains","Protein Coding","Q9H6K1","42","GC06M098577","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILRUN"
"TRIM6","Tripartite Motif Containing 6","Protein Coding","Q9C030","42","GC11P005596","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM6"
"WIPF2","WAS/WASL Interacting Protein Family Member 2","Protein Coding","Q8TF74","42","GC17P040219","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WIPF2"
"C1QL3","Complement C1q Like 3","Protein Coding","Q5VWW1","41","GC10M016513","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QL3"
"CCDC15","Coiled-Coil Domain Containing 15","Protein Coding","Q0P6D6","41","GC11P124954","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC15"
"KAZN","Kazrin, Periplakin Interacting Protein","Protein Coding","Q674X7","41","GC01P051422","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAZN"
"MS4A14","Membrane Spanning 4-Domains A14","Protein Coding","Q96JA4","41","GC11P060378","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MS4A14"
"PRPF18","Pre-MRNA Processing Factor 18","Protein Coding","Q99633","41","GC10P013586","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF18"
"RNF133","Ring Finger Protein 133","Protein Coding","Q8WVZ7","41","GC07M122697","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF133"
"TRAF3IP3","TRAF3 Interacting Protein 3","Protein Coding","Q9Y228","41","GC01P209756","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP3"
"TRIM59","Tripartite Motif Containing 59","Protein Coding","Q8IWR1","41","GC03M160432","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM59"
"UNCX","UNC Homeobox","Protein Coding","A6NJT0","41","GC07P001232","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNCX"
"FAM184B","Family With Sequence Similarity 184 Member B","Protein Coding","Q9ULE4","40","GC04M017634","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM184B"
"HS3ST4","Heparan Sulfate-Glucosamine 3-Sulfotransferase 4","Protein Coding","Q9Y661","40","GC16P096438","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST4"
"LRRC2","Leucine Rich Repeat Containing 2","Protein Coding","Q9BYS8","40","GC03M046515","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC2"
"PYM1","PYM Homolog 1, Exon Junction Complex Associated Factor","Protein Coding","Q9BRP8","40","GC12M059515","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYM1"
"RUNDC3B","RUN Domain Containing 3B","Protein Coding","Q96NL0","40","GC07P087627","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNDC3B"
"C1QTNF7","C1q And TNF Related 7","Protein Coding","Q9BXJ2","39","GC04P015339","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF7"
"EMC9","ER Membrane Protein Complex Subunit 9","Protein Coding","Q9Y3B6","39","GC14M024138","0.315852522850037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC9"
